premise_name,premise_city,premise_address1,premise_address2,premise_zip,premi se_state,premise_phone,geolocation
CHICK-FIL-A AT RESEARCH TRIANGLE,DURHAM,101 RESIDENCE INN BLVD,,27713,NC,(919) 484-7778,35.9026961; -78.8983496
LAS DELICIAS DC #1,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 710-1435,35.9819333; -78.8777813
DIVINITY CAFE,DURHAM,2 CHAPEL DR DUKE DIVINITY SC,,27708,NC,(919) 668-3498,36.002119; -78.93967
CAMERON GREEN APTS,DURHAM,4512 EMERALD FOREST DR,,27713,NC,,35.9039037; -78.9053086
DURHAM HILTON,DURHAM,3800 HILLSBOROUGH,,27705,NC,,36.0262558; -78.9567106
C C SPAULDING,DURHAM,1531 S ROXBORO STREET,,27707,NC,(919) 560-3974,35.9670479; -78.91649
EXTENDED STAY AMERICA #31,DURHAM,2504 NC HWY 54,,27713,NC,,35.9001347; -78.8864859
JIMMYS FAMOUS HOT DOGS,DURHAM,2728 GUESS RD,,27705,NC,(919) 471-0005,36.0306404; -78.9275025
STAR FOUNDATION,DURHAM,600 ELMIRA AVE,,27701,NC,,35.9645969; -78.9034253
LAKEWOOD ELEMENTARY SCHOOL PRE K,DURHAM,2520 VESSON AVE,,27707,NC,(919) 560-3939,35.9830841; -78.9357817
DURHAM NURSING AND REHABILITATION IFS,DURHAM,411 SOUTH LASALLE STREET,,27705,NC,(919) 383-5521,36.0133212; -78.9479956
V'S KITCHEN,DURHAM,2945 S MIAMI BLVD SUITE 127,,27703,NC,(910) 286-1070,35.9243439; -78.8441197
HANOVER POINTE,DURHAM,2205 TANNER MILL DR,,27703,NC,(919) 233-7660,35.9653348; -78.8322018
RAM ORGANIZATION,DURHAM,2703 HOLLOWAY STREET,,27703,NC,,35.9891291; -78.8515471
CHURCH'S CHICKEN #143,DURHAM,3400 ROXBORO ROAD,,27704,NC,(919) 438-4050,36.0553803; -78.9033564
POMPIERI PIZZA,DURHAM,102 CITY HALL PLAZA SUITE 101,,27701,NC,(919) 973-1589,35.9958445; -78.8996129
MI NEIGHBORHOOD PLAYHOUSE TOO,DURHAM,3415 S ALSTON AVE,,27713,NC,(919) 309-5055,35.93559; -78.884569
DUKE FREEDOM SCHOOL - CAMPUS,DURHAM,419 CHAPEL DRIVE,,27710,NC,(919) 668-1967,36.0011321; -78.9391023
CAFE DE NOVO,DURHAM,210 SCIENCE DRIVE,,27708,NC,(919) 684-3287,36.0000417; -78.9453315
EMMANUEL AME CHURCH,DURHAM,2018 RIDDLE RD.,,27713,NC,,35.95545; -78.885696
NZINGA'S BREAKFAST CAFE,DURHAM,826110 FAYETTEVILLE ST,,27701,NC,(919) 862-3435,35.9875482; -78.8974601
R&B SEAFOOD BOX,DURHAM,518 E TRINITY AVE SUITE B,,27701,NC,(919) 680-2227,36.0069027; -78.8859581
BULL CITY STREET FOOD,DURHAM,1102 HOLLOWAY STREET,,27701,NC,(919) 824-8341,35.9942497; -78.8816627
CAMBIAN PLACE GROUP HOME,DURHAM,23 CAMBIAN PLACE,,27704,NC,(919) 616-7982,36.0160947; -78.8545317
FAIRFIELD INN & SUITES (SOUTHPOIN,DURHAM,7807 LEONARDO DRIVE,,27715,NC,(919) 806-8200,35.9019651; -78.9584559
LOFTS OF LAKEVIEW,DURHAM,2616 ERWIN RD,,27705,NC,,36.0090491; -78.9462202
PIEDMONT RESTAURANT,DURHAM,401 FOSTER STREET SUITE B,,27701,NC,(919) 683-1213,35.9995394; -78.9017796
W I PATTERSON REC CENTER,DURHAM,2614 CREST ST.,,27705,NC,(919) 560-4560,36.0132267; -78.9394051
COSMIC CANTINA,DURHAM,1920 1/2 PERRY ST,,27705,NC,(919) 286-1875,36.0076451; -78.921917
MIGUELENOS NIGHT CLUB,DURHAM,1121 UNIVERSITY DR,,27707,NC,(919) 599-7698,35.9863655; -78.9091349
OUTBACK STEAK HOUSE,DURHAM,3500 MT MORIAH ROAD,,27707,NC,(919) 544-6358,35.9527835; -78.9945243
BALI HAI MONGOLIAN GRILL,DURHAM,811 NINTH STREET,SUITE 170,27705,NC,(919) 416-0200,36.0113982; -78.9221662
RANDY'S PIZZA,DURHAM,5311 S MIAMI BLVD,,27703,NC,(919) 941-7755,35.8806773; -78.8494375
SHEPARD MIDDLE SCHOOL LUNCHROOM,DURHAM,2401 DAKOTA ST,,27707,NC,(919) 560-3938,35.9654408; -78.8997755
BURTON SCHOOL LUNCHROOM,DURHAM,1500 MATHISON ST.,,27701,NC,(919) 560-3543,35.978984; -78.8876684
HOLT SCHOOL LUNCHROOM,DURHAM,4019 HOLT SCHOOL ROAD,,27704,NC,(919) 560-3928,36.0564469; -78.9074309
MOREHEAD LUNCHROOM,DURHAM,909 W COBB STREET,,27707,NC,(919) 560-3457,35.988199; -78.913759
NATIONAL HERITAGE ACADEMY,DURHAM,2418 ELLIS RD,,27703,NC,(919) 957-8797,35.9370045; -78.8508691
ENO VALLEY ELEM SCH,DURHAM,117 MILTON RD,,27712,NC,(919) 560-3915,36.0851774; -78.912153
WAL MART DELI 1614,DURHAM,1525 GLENN SCHOOL ROAD,,27704,NC,(919) 688-3595,36.0281928; -78.8438163
PRIMARY COLORS EARLY LEARNING CENTER AT GLOBAL SCH,DURHAM,311 DOWD STREET,,27701,NC,(919) 627-6760,36.0007472; -78.8931477
R & B GRILL,DURHAM,1408 CHRISTIAN AVE #3 SOPHISTICATED CATERING INC,,27703,NC,(919) 596-8938,
OPERATION BREAK THROUGH,DURHAM,1415 HOLLOWAY ST.,,27703,NC,,35.9945931; -78.8754963
EPISCOPAL CHURCH EL BUEN CHURCH,DURHAM,1852 LIBERTY ST.,,27703,NC,,35.989906; -78.8686374
QSPRESSO,DURHAM,3726 MAYFAIR ST,,27704,NC,(919) 906-9324,35.968657; -78.953113
HEAVENLY SMOKE,DURHAM,1058 W CLUB BLVD 536,,27701,NC,(919) 730-0276,36.018111; -78.9102149
M SUSHI,DURHAM,311 HOLLAND ST,,27701,NC,(919) 908-9266,35.9971674; -78.9012511
NANA STEAK,DURHAM,345 BLACKWELL STREET,,27701,NC,(919) 282-1183,35.9933768; -78.9039493
DBAP LEFT FIELD STAND MOE'S SW,DURHAM,409 BLACKWELL ST,,27701,NC,(919) 687-6520,35.991585; -78.904016
TACOS LA AURORA,DURHAM,2300 CHAPEL HILL ROAD,,27702,NC,(919) 685-0164,35.9830533; -78.9308026
DUKE UNIVERSITY WEST UNION GINGER & SOY,DURHAM,406 CHAPEL DRIVE,PO BOX 90898,27708,NC,(919) 660-3900,36.001517; -78.9391734
FIREHOUSE SUBS,DURHAM,4201 N ROXBORO ROAD SUITE 110,,27704,NC,(919) 479-1333,36.0563119; -78.9033258
THE VILLAGES AT ELLIS CROSSING -,DURHAM,400 ADVANCEMENT AVE,,27703,NC,(919) 957-8822,35.9393151; -78.8511425
ASHANTI CATERING SERVICES,DURHAM,4310 S MIAMI BLVD,,27707,NC,(984) 888-5248,35.8987439; -78.8503645
LUCKY'S COMMISSARY KITCHEN,DURHAM,2818 CHAPEL HILL ROAD,,27707,NC,(919) 599-6659,35.9735951; -78.9372659
PHO & POKE HOUSE,DURHAM,2816 ERWIN RD STU 207,,27705,NC,(919) 412-9154,36.0066653; -78.9477923
WILDFLOWER COTTAGE FOR CHILDREN,DURHAM,1200 W CORNWALLIS ROAD,,27712,NC,(919) 891-3597,35.9771134; -78.939226
BEER STUDY,DURHAM,2501 UNIVERSITY DRIVE SUITE 4,,27701,NC,(336) 549-1300,35.9744835; -78.9241271
GOLDEN HORIZONS,DURHAM,1106 HILLANDALE ROAD SUITE C,,27705,NC,(919) 451-3776,36.0164847; -78.9356909
MR MONGOLIAN,DURHAM,3726 MAYFAIR ST.,,27707,NC,(919) 302-5333,35.968657; -78.953113
TARGET FOOD AVE T1872,DURHAM,4037 CHAPEL HILL BLVD,,27707,NC,(919) 765-3241,35.970283; -78.9540086
SUPER TAQUERIA,DURHAM,2842 N ROXBORO RD,,27704,NC,(919) 220-9884,36.0553803; -78.9033564
ARBY'S 7596,DURHAM,5503 MIAMI BLVD,,27703,NC,(919) 474-2482,35.8782122; -78.8502373
BRIGHT HORIZONS AT IMPERIAL CTR,DURHAM,1012 SLATER ROAD,,27703,NC,(919) 941-6225,35.878511; -78.8434467
SCARBOROUGH NURSERY,DURHAM,309 QUEEN ST,,27701,NC,(919) 682-5037,35.9953952; -78.8950392
B SWEET AND SAVORY,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 806-8203,35.9965963; -78.9158568
CHIPOTLE MEXICAN GRILL,DURHAM,3219 WATKINS ROAD,,27707,NC,(919) 401-5469,35.9530728; -78.99205
TACO GRANDE,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 672-9054,35.9819333; -78.8777813
SLEEP INN RALEIGH DURHAM AIRPORT,DURHAM,5208 PAGE ROAD,,27703,NC,(919) 993-3393,35.8818934; -78.8421359
FRIENDSHIP FELLOWSHIP,DURHAM,107 CHESTUT ST,,27707,NC,,35.986205; -78.903316
PENN STATION EAST COAST SUBS,DURHAM,8200 1001 RENAISSANCE PARKWAY,,27713,NC,(919) 237-3044,35.9042887; -78.9531385
STUDENT U - DURHAM ACADEMY,DURHAM,"3601 RIDGE RD., ,",,27705,NC,(919) 767-3858,35.9778841; -78.9686667
CAREING HANDS BRYNWOOD,DURHAM,4204 BRYNWOOD AVE.,,27713,NC,,35.941781; -78.929611
"FLIK AT FIDELITY,DANBURY HALL",DURHAM,5411 PAGE ROAD,,27703,NC,(919) 458-3596,35.8785914; -78.8465935
SWEET STACEY CAKES,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 793-8567,35.9965963; -78.9158568
TACOS TIA REME,DURHAM,200 LYNNFOREST DR,,27713,NC,(984) 888-6465,35.9363664; -78.8997007
KANGAROO EXPRESS #2723161,DURHAM,3301 GUESS ROAD,,27705,NC,(919) 479-1641,36.038043; -78.93014
HOMECOOK 919,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 907-0349,35.9965963; -78.9158568
SPANISH LEARNING CENTER OF DURHAM,DURHAM,2513 E. NC 54 HIGHWAY,,27713,NC,(919) 260-8399,35.900936; -78.88574
DUKE UNIVERSITY WEST UNION DISHROOM/POTWASH,DURHAM,406 CHAPEL DR,PO BOX 90898,27708,NC,(919) 660-3900,36.001517; -78.9391734
INK STILL DRIPPING,DURHAM,3216 GUESS RD,,27705,NC,(919) 914-4608,36.037004; -78.928779
SCHOOL OF CREATIVE STUDIES,DURHAM,5001 RED MILL RD,,27704,NC,,36.072183; -78.8229829
WICKED SHOTZ CONSORTIUM - SHEDDRICK (SKIP) GIBBS,DURHAM,609 WILLIAM VICKERS AVE,,27701,NC,(919) 699-3650,35.996248; -78.911559
COMMUNITY CHOICES INC CASCADES @ DURHAM,DURHAM,THE MEWS 1800 WILLIAMSBURG RD,,27707,NC,(919) 490-6900,35.957635; -78.958568
NAILSTATION,DURHAM,2000 AVONDALESUITEI,,27704,NC,(919) 749-2963,36.0165379; -78.8849457
"HOUSE OF CARE, INC.",DURHAM,1118 KIMBALL DRIVE,,27712,NC,(919) 493-6871,36.043689; -78.961251
THOMAS' PLAYHOUSE 2,DURHAM,515 COLFAX ST,,27701,NC,(919) 519-4412,35.9838963; -78.8921435
MELLOW MUSHROOM,DURHAM,410 BLACKWELL ST,,27701,NC,(919) 991-1403,35.9918074; -78.9054343
CHEESECAKE FACTORY/DURHAM NC,DURHAM,8030 RENNISANCE PARKWAY,,27713,NC,(919) 206-4082,35.9048455; -78.9448592
AMERICAN LEGION POST 7,DURHAM,406 E TRINITY AVE,,27701,NC,(919) 688-6581,36.0057483; -78.8880187
BLEU OLIVE,DURHAM,1821 HILLANDALE RD,,27705,NC,(919) 383-8502,36.03167; -78.9365294
ARBY'S  148,DURHAM,5278 N ROXBORO RD,,27712,NC,(919) 620-6882,36.0764677; -78.9093198
JAMES JOYCE,DURHAM,912 W MAIN ST,,27701,NC,,36.000698; -78.9098679
CHANGING A GENERATION,DURHAM,3120 FAYETTEVILLE ST,,27707,NC,(919) 696-0967,35.9629837; -78.9094238
RIGHT START,DURHAM,711 HEBRON RD,,27704,NC,(919) 519-0570,36.0590143; -78.883445
HILTON GARDEN INN SPA,DURHAM,4620 S MIAMI BLVD,,27701,NC,,35.8930317; -78.8488985
DURHAM CENTER ACCESS,DURHAM,309 CRUTCHFIELD STREET,,27704,NC,(919) 560-7305,36.0388668; -78.9034615
MINERAL SPRINGS II GROUP HOME,DURHAM,410 MINERAL SPRINGS ROAD,,27703,NC,(919) 528-2558,35.9757033; -78.8266394
HILLSIDE PARK SPRAYFIELD,DURHAM,1221 SAWYER STREET,101 CITY HALL PLAZA,27701,NC,,35.9822207; -78.9016503
CUBAN REVOLUTION,DURHAM,318 S BLACKWELL ST. SUITE 100,,27701,NC,(919) 687-4300,35.993246; -78.9044638
T6 TATTOO LLC,DURHAM,2610 W CARVER ST,,27705,NC,(919) 402-3249,36.0382299; -78.9280755
COMPARE FOODS SUPERMARKET,DURHAM,1233 UNIVERSITY DRIVE,,27707,NC,(919) 419-8346,35.9849998; -78.9096108
YE SMITH SAC CLUB,DURHAM,2410 E MAIN STREET,,27703,NC,(919) 560-3900,35.9855544; -78.8725907
CHILDRENS CAMPUS OF SOUTHPOINT,DURHAM,7317 FAYETTEVILLE RD,,27713,NC,(919) 806-1900,35.8948663; -78.9416295
FIRST ENVIRONMENTS EARLY LEARN,DURHAM,109 T W ALEXANDER DR,,27709,NC,(919) 541-9452,35.8927762; -78.8794024
KIDS LEARNING CENTER,DURHAM,4210 NC HWY 55,,27713,NC,(919) 572-5666,35.9149041; -78.891631
GLENN SCHOOL,DURHAM,2415 E GEER ST,,27704,NC,(919) 560-3920,36.029499; -78.837487
GEORGE WATTS SCHOOL,DURHAM,700 WATTS ST,,27701,NC,(919) 560-3947,36.0080181; -78.9111599
LIBERTY CHRISTIAN SCHOOL,DURHAM,3864 GUESS ROAD,,27705,NC,(919) 213-7039,36.0635841; -78.9264967
MONTESSORI COMMUNITY SCHOOL,DURHAM,4512 POPE ROAD,,27707,NC,(919) 493-8541,35.9340523; -79.0001465
HOPE VALLEY ELEMENTARY,DURHAM,3005 DIXON RD,,27707,NC,(919) 560-3980,35.9670939; -78.9398339
CRYSTAL VILLAGE APTS,DURHAM,2610-A CAMELLIA ST,2628 CAMELLIA ST,27705,NC,,36.0469556; -78.9317379
PARKWOOD SWIM CLUB,DURHAM,1615 CLERMONT ROAD,,27713,NC,,35.8947698; -78.9037314
WOODLAND CREEK APTS,DURHAM,5216 PENRITH DR,,27713,NC,(919) 544-2625,35.9277473; -78.8956692
MISSION UNIVERSTY PINES (CABANA POOL),DURHAM,614 SNOWCREST TRAIL,,27707,NC,,35.9603723; -78.9655895
TREYBURN CC,DURHAM,1 OLD TRAIL DR,,27712,NC,,36.1213235; -78.8654369
WOODS EDGE APTS,DURHAM,4655 HOPE VALLEY RD,,27707,NC,,35.9238445; -78.9545483
LODGE AT SOUTHPOINT,DURHAM,1300 KNOLL CIRCLE,,27713,NC,,35.9020399; -78.9536528
FOREST GLEN APARTMENTS,DURHAM,100 LYNN FOREST DR,,27713,NC,,35.9367081; -78.9001796
FEATHERSTONE VILLAGE APTS,DURHAM,4916 OLD PAGE RD,,27703,NC,,35.886547; -78.842397
GROVE PARK,DURHAM,300 NICHOLS FARM RD,,27703,NC,,35.976479; -78.813992
TREYBURN CC,DURHAM,1 OLD TRAIL DR,,27712,NC,,36.1213235; -78.8654369
TENDERCARE LEARNING CTR,DURHAM,3617 DUKE HOMESTEAD RD,,27704,NC,(919) 471-8815,36.0497609; -78.906237
SOUTHWEST SAC CLUB,DURHAM,2320 COOK RD,,27713,NC,(919) 560-3972,35.9285504; -78.9237549
KINGS KID CHILD DEV CTR,DURHAM,1914 HWY 55,,27701,NC,,35.965763; -78.895782
HAMPTON INN AND SUITES CHAPEL HILL,DURHAM,6121 FARRINGTON ROAD,,27713,NC,,35.9101681; -78.9823655
EUREST DINING AT BCBSNC CSC BUILDING,DURHAM,1965 IVY CREEK BLVD,,27707,NC,(919) 765-7671,35.95822; -78.96133
DOS AMIGOS,DURHAM,308 S DRIVER STREET,,27701,NC,(919) 381-0988,35.9825315; -78.8777233
PRESTIGE FAMILY CARE HOME,DURHAM,4120 HOLT SCHOOL ROAD,,27704,NC,(919) 797-0062,36.05789; -78.904632
TOOTIES URBAN ENTREES,DURHAM,2108 ANGIER AVE,,27703,NC,(919) 699-9655,35.9817448; -78.8774623
DPS PRE K SOUTHWEST ELEMENTARY SCHOOL,DURHAM,2320 COOK ROAD,,27713,NC,(919) 560-3972,35.9285504; -78.9237549
MCDONALD'S @ THE VILLAGE,DURHAM,1010 N MIAMI BLVD,,27703,NC,(919) 693-0883,35.9931132; -78.8690567
BACK TO BASICS SUMMER CAMP,DURHAM,4903 N. ROXBORO RD.,,27704,NC,(919) 452-4381,36.065366; -78.90693
W G PEARSON SAC CLUB,DURHAM,3501 FAYETTEVILLE STREET,,27707,NC,(919) 560-3988,35.9582719; -78.9074315
DUNKIN DONUTS,DURHAM,1125 W. NC 54 SUITE 504,,27707,NC,(919) 406-6666,35.9182655; -78.9593263
CARE HEALTH SERVICES II,DURHAM,2801 DARROW RD.,,27704,NC,(919) 682-8452,36.043589; -78.843943
BRIDGING THE GAP NORTHLAKE,DURHAM,3828 NORTHLAKE DR.,,27703,NC,(919) 641-8378,35.977041; -78.818565
LITTLE WONDERS CHILD CARE SERVICES,DURHAM,3610 WAKE FOREST HWY,,27703,NC,(919) 596-4674,35.981175; -78.826658
MEDITERRA GRILL,DURHAM,"2608 ERWIN RD., STE 136",,27705,NC,(919) 598-6770,36.0093049; -78.9448625
LANDING AT SOUTHPOINT,DURHAM,7250 HWY 751  UNIT 3000,,27713,NC,,35.8397739; -78.9630084
AUNTIE ANNIE'S,DURHAM,6910 FAYETTEVILLE RD STE 226,,27713,NC,(919) 246-5051,35.9034513; -78.9431065
HOTEL INDIGO - SPA,DURHAM,151 TATUM DRIVE,,27703,NC,(919) 474-3000,35.8850437; -78.8453806
KINDER CARE LEARNING CENTER 518,DURHAM,3106 N DUKE ST,,27704,NC,(919) 471-1150,36.0419608; -78.9054687
PASSION LEARNING CHILD CARE CENTER,DURHAM,904 FISKE ST,,27707,NC,(919) 682-2990,35.994798; -78.874332
FIRST PRESBYTERIAN DAY SCHOOL,DURHAM,305 E MAIN ST,,27701,NC,(919) 688-8685,35.9939214; -78.8977694
WEE WISDOM PRESCHOOL,DURHAM,1125 DREW ST,,27701,NC,(919) 688-2990,36.002342; -78.880851
COURTYARD BY MARRIOTT RTP POOL,DURHAM,301 RESIDENCE INN BLVD,,27713,NC,,35.9047256; -78.8958006
EXTENDED STAY AMERICA  #1570,DURHAM,4610 S MIAMI BLVD,,27703,NC,,35.8946042; -78.8481057
ROCK QUARRY PARK POOL,DURHAM,600 W MURRAY AVE,,27704,NC,,36.0294235; -78.9014927
EMPIRE EATS CATERING RED AC46414,DURHAM,321 W GEER ST,,27701,NC,(919) 282-3748,36.0035359; -78.8996989
SLEEP INN DURHAM FOOD SERVICE,DURHAM,5208 PAGE ROAD,,27703,NC,(919) 993-3393,35.8818934; -78.8421359
JIMMY JOHN'S GOURMET SANDWICH SHOP,DURHAM,3219 WATKINS ROAD,,27707,NC,(919) 472-0506,35.9530728; -78.99205
BAM POW CHOW,DURHAM,1102 HOLLOWAY ST,,27701,NC,(919) 473-6177,35.9942497; -78.8816627
ICHIBAN HIBACHI SUPREME BUFFET,DURHAM,2000 AVONDALE DR,,27704,NC,(919) 220-6688,36.0165379; -78.8849457
CAROLINA DUKE INN,DURHAM,2517 GUESS RD,,27705,NC,(919) 225-1432,36.025819; -78.924002
BRIGHTLEAF CLUB,DURHAM,2003 COPPERLEAF PARKWAY,,27703,NC,(919) 251-8258,35.948119; -78.8228178
JIMMY JOHN'S,DURHAM,1125 W HWY 54 STE 802,,27713,NC,(919) 419-7111,35.9191846; -78.9596634
SUBWAY 11138,DURHAM,1000 N. MIAMI BLVD,,27703,NC,(919) 687-2771,35.9937206; -78.8680512
CARE MIND HOME,DURHAM,617 SYBIL DR,,27703,NC,(919) 294-4095,35.979407; -78.846152
LITTLE ENGINE ACADEMY,DURHAM,2713 ROXBORO RD.,,27704,NC,(919) 220-2665,36.0256878; -78.8901686
MILLENNIUM HOTEL SPA,DURHAM,2800 CAMPUS WALK AVE,,27705,NC,,36.0111429; -78.953045
COPPER MILL APTS,DURHAM,5140 COPPERRIDGE DR,,27707,NC,,35.9177954; -78.9646144
LANDING AT SOUTHPOINT - SPA,DURHAM,7250 HWY 751  UNIT 3000,,27713,NC,,35.8397739; -78.9630084
HILLANDALE ELEMENTARY SCHOOL PRE K,DURHAM,2730 HILLANDALE RD,,27705,NC,(919) 560-3924,36.052487; -78.932664
PING PONG,DURHAM,5400 S MIAMI BLVD SUITE 132,,27703,NC,(919) 941-2880,35.8822361; -78.8511586
(G&J) NOT JUST A BAKERY,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 282-2139,35.9965963; -78.9158568
MERCK DURHAM CAFETERIA,DURHAM,5325 OLD OXFORD RD,,27712,NC,(919) 884-4378,36.1116684; -78.8450932
CURRY POINT EXPRESS,DURHAM,5400 S MIAMI BLVD,,27703,NC,(919) 474-7447,35.8822361; -78.8511586
THE LITTLE DIPPER,DURHAM,905 W MAIN STREET,,27701,NC,(919) 908-1023,35.9998819; -78.910101
CITY OF JOY MINISTRIES-OPEN SITE,DURHAM,2000 CHAPEL HILL ROAD,,27707,NC,(919) 564-7426,35.9874738; -78.9279668
LOS PENTESCOSTAL CHURCH,DURHAM,2125 E. GEER STREET,,27703,NC,(919) 596-9543,36.023297; -78.847967
TAQUERIA SAN PABLITO,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 824-1140,35.9819333; -78.8777813
HASSELL AFL HOME,DURHAM,3112 BLUE HILL LANE,,27703,NC,(919) 669-7949,35.9251829; -78.76979
MAYBELLES,DURHAM,406 BLACKWELL ST STE 105,,27707,NC,(984) 219-6345,35.9923679; -78.9050984
FOOD LION PRODUCE  885,DURHAM,4900 NC HWY 55 SUITE 300,,27713,NC,(919) 544-4180,35.8992247; -78.8985816
PERFORMANCE LEARNING CENTER,DURAHM,401 N DRIVER ST.,,27703,NC,,35.9896508; -78.8788866
OAK CREEK 2,DURHAM,4230 GARRETT RD.,,27707,NC,,35.9590011; -78.9773335
TAQUERIA EL BUENGUSTO,DURHAM,309 GUTHRIE AVE,,27703,NC,(919) 797-7771,35.9886928; -78.8765303
CHICKEN HUT #1,DURHAM,3019 FAYETTEVILLE STREET,,27707,NC,(919) 682-5697,35.9631804; -78.9073484
DANNY'S BAR-B-QUE,DURHAM,2945 S MIAMI BLVD,,27703,NC,(919) 806-1965,35.9243439; -78.8441197
Q SHACK,DURHAM,2510 UNIVERSITY DRIVE,,27707,NC,(919) 402-4227,35.9745811; -78.9244479
WILLIAM'S GOURMET KITCHEN,DURHAM,2114 EAST HIGHWAY 54,,27713,NC,(919) 806-0690,35.901494; -78.8937809
HOLIDAY INN EXPRESS DURHAM,DURHAM,2516 GUESS ROAD,,27705,NC,(919) 483-2119,36.0275026; -78.9239574
WEST VILLAGE APTS,DURHAM,605 W MAIN STREET,,27701,NC,,35.9983603; -78.9068836
RANDY'S PIZZA,MORRISVILLE,2121 TW ALEXANDER DR SUITE 117,,27560-6815,NC,(919) 686-4444,35.9205016; -78.8108783
HAMPTON INN AND SUITES,DURHAM,1542 N GREGSON,,27701,NC,(919) 688-8880,36.0183378; -78.9060312
LEVIN JEWISH COMM CTR POOL,DURHAM,1937 W. CORNWALLIS RD,,27705,NC,,35.9793571; -78.9555614
LAUREL OAKS DHA,DURHAM,600 LAUREL OAKS DR,,27713,NC,(919) 683-8596,35.9340319; -78.8916856
CHEWNING MIDDLE,DURHAM,5001 RED MILL RD,,27704,NC,,36.072183; -78.8229829
CLUB BOULEVARD RECREATION CENTER,DURHAM,400 WEST CLUB BOULEVARD,,27704,NC,(919) 287-5671,36.0191768; -78.8971466
SERENITY CHILD CARE CENTER,DURHAM,613 WILLIAM VICKERS,,27701,NC,(919) 908-9870,35.9959336; -78.9115365
SUBWAY NCCU,DURHAM,1801 FAYETTEVILLE STREET,,27707,NC,(919) 530-7807,35.9747369; -78.8981013
MARCO'S PIZZA,DURHAM,1125 W NC HIGHWAY 54 SUITE 406,,27707,NC,(919) 410-9101,35.9182655; -78.9593263
MI PERU PERUVIAN CUISINE,DURHAM,4015 UNIVERSITY DRIVE A1,,27707,NC,(919) 401-6432,35.9646686; -78.9562554
HOUSE OF CARE INC,DURHAM,5800 LAKE ELTON,,27713,NC,(919) 492-6871,35.918588; -78.897496
LOCHSIDE HOA,DURHAM,3506 RANBIR DRIVE,,27713,NC,,35.9291631; -78.9002668
HOMEWOOD SUITES HOTEL,DURHAM,4603 CENTRAL PARK DR,,27703,NC,,35.8869458; -78.8486741
HOMEWOOD SUITES CH,DURHAM,3600 MORIAH RD,,27707,NC,,35.9497355; -78.9955234
STRAWBERRY HILL APTS,DURHAM,1321 NEW CASTLE RD,,27704,NC,,36.048565; -78.92065
LANDING APTS  INC,DURHAM,18 WEATHER HILL CR,,27705,NC,,36.05946; -78.933734
PLAYHOUSE OF DURHAM,DURHAM,702 NINTH STREET,,27705,NC,(919) 286-1317,36.007842; -78.9220096
MATTIE B'S PUBLIC HOUSE,DURHAM,1125 W NC HWY 54 STE 301,,27707,NC,(717) 586-4619,35.9174972; -78.9583786
ATRIA SOUTHPOINT WALK,DURHAM,5705 FAYETTEVILLE ROAD,,27713,NC,(919) 401-0100,35.9214819; -78.9272936
PROUD PROGRAM,DURHAM,212 N. CORCORAN ST.,,27701,NC,(919) 956-5366,35.9967263; -78.9012532
APARTMENTS AT PALLADIAN PLACE,DURHAM,260 LEIGH FARM ROAD,,27707,NC,,35.9185262; -78.982336
TACOS GARCIA #2,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 633-1915,35.9819333; -78.8777813
COURTYARD BY MARRIOTT,DURHAM,1815 FRONT ST,,27705,NC,(919) 309-1500,36.0296779; -78.9371908
HIGH FIVE,DURHAM,3201 YORKTOWN AVE.,,27713,NC,,35.9362186; -78.8934365
DOGSTAR TATTOO,DURHAM,807 E MAIN ST,,27701,NC,(919) 426-1960,35.9908126; -78.8902944
GODDESS GARDEN CAFE,DURHAM,4125 DURHAM CHAPEL HILL BLVD,,27707,NC,(919) 937-9534,35.968309; -78.9599701
ARBORETUM AT SOUTHPOINT APARTMENT,DURHAM,4405 WATERFORD VALLEY DR,,27713,NC,,35.9047228; -78.9085395
COURYARD BY MARRIOTT,DURHAM,1815 FRONT ST,,27705,NC,,36.0296779; -78.9371908
CIRCUS FOOD STORES,DURHAM,3801 WAKE FOREST HIGHWAY,,27703,NC,(919) 956-6696,35.9815164; -78.8201474
CHINA PALACE EXPRESS,DURHAM,5210 GARRETT ROAD,,27707,NC,(919) 493-3088,35.9485655; -78.9690845
COURTYARD CAFE,DURHAM,301 RESIDENCE INN BLVD,,27713,NC,(919) 598-9638,35.9047256; -78.8958006
SHANGHAI RESTAURANT,DURHAM,3433 HILLSBOROUGH RD,,27705,NC,(919) 383-5700,36.0186099; -78.9478146
BASF CAFETERIA,RTP,26 DAVIS DRIVE,,27709-3528,NC,(919) 547-2000,35.8894033; -78.8654299
NANTUCKET CAFE AND GRILL,CHAPEL HILL,5925 FARRINGTON RD,,27517,NC,(919) 402-0077,35.9124339; -78.9844303
CHINA STAR,DURHAM,4639 HILLSBOROUGH RD,,27705,NC,(919) 383-4800,36.0319205; -78.9803205
